spkid,class,moid_anomaly_yn,e_anomaly_yn,i_anomaly_yn,anomaly_flag
3634156,ATE,Y,N,N,1
3634225,APO,N,Y,N,1
3634226,AMO,Y,N,Y,1
3634390,APO,N,N,Y,1
3634612,APO,N,Y,N,1
3634618,APO,N,Y,N,1
3634620,AMO,N,Y,N,1
3634786,APO,Y,N,N,1
3634847,APO,N,N,Y,1
3634888,APO,Y,N,N,1
3634905,APO,N,Y,N,1
3634907,APO,N,N,Y,1
3635071,APO,Y,Y,N,1
3638201,APO,N,Y,N,1
3638238,APO,N,Y,N,1
3638381,APO,N,Y,N,1
3638434,APO,Y,N,N,1
3638571,APO,Y,N,Y,1
3638572,APO,N,Y,Y,1
3638630,APO,Y,N,Y,1
3639232,APO,Y,N,N,1
3639550,APO,N,N,Y,1
3640706,APO,Y,N,N,1
3640745,APO,N,N,Y,1
3640993,APO,Y,N,N,1
3643996,APO,Y,N,Y,1
3644045,APO,Y,N,N,1
3644175,ATE,Y,N,N,1
3644180,AMO,N,N,Y,1
3644651,APO,Y,N,Y,1
3645001,APO,Y,N,Y,1
3645042,ATE,N,Y,N,1
3645123,APO,Y,N,N,1
3645329,AMO,Y,N,N,1
3645262,APO,N,N,Y,1
3645267,AMO,N,Y,N,1
3645621,APO,Y,N,N,1
3645650,AMO,N,Y,N,1
3645651,APO,N,Y,N,1
3646050,AMO,Y,N,Y,1
3645993,APO,N,N,Y,1
3646046,APO,N,N,Y,1
3647019,APO,Y,N,Y,1
3647024,AMO,N,Y,N,1
3647191,AMO,N,Y,N,1
3647273,APO,Y,N,N,1
3647275,APO,Y,N,Y,1
3647280,AMO,Y,N,N,1
3647735,APO,N,N,Y,1
3647848,AMO,N,N,Y,1
3647962,AMO,Y,N,N,1
3648046,APO,N,Y,N,1
3648209,AMO,Y,N,N,1
3648206,ATE,N,Y,N,1
3648631,APO,N,Y,N,1
3648738,APO,N,N,Y,1
3648767,ATE,Y,N,N,1
3648865,ATE,N,N,Y,1
3648863,APO,Y,N,Y,1
3648864,APO,N,Y,N,1
3649825,AMO,N,N,Y,1
3651162,APO,Y,N,N,1
3651168,APO,N,Y,N,1
3653215,APO,N,Y,N,1
3653216,AMO,N,N,Y,1
3653413,AMO,N,N,Y,1
3653469,AMO,Y,N,N,1
3653472,APO,Y,N,N,1
3653689,APO,Y,N,N,1
3653692,AMO,N,Y,N,1
3653702,APO,Y,N,N,1
3653812,APO,N,Y,N,1
3653906,APO,Y,N,Y,1
3653909,APO,N,Y,N,1
3653910,AMO,N,Y,N,1
3654336,APO,Y,N,N,1
3654483,APO,N,Y,N,1
3654518,AMO,Y,N,N,1
3654529,APO,Y,N,N,1
3654644,APO,N,Y,N,1
3655362,APO,N,Y,N,1
3655565,ATE,N,Y,N,1
3655743,APO,Y,N,N,1
3655759,APO,Y,Y,N,1
3655742,AMO,N,Y,N,1
3655755,APO,Y,N,Y,1
3655762,AMO,Y,N,N,1
3655763,AMO,N,N,Y,1
3655871,APO,Y,N,N,1
3655876,APO,N,N,Y,1
3656921,AMO,N,N,Y,1
3659804,ATE,Y,N,Y,1
3660064,APO,Y,N,Y,1
3660065,APO,N,N,Y,1
3660312,AMO,N,N,Y,1
3661270,AMO,N,N,Y,1
3661499,AMO,N,N,Y,1
3661516,AMO,Y,N,Y,1
3661549,APO,N,N,Y,1
3662167,ATE,Y,N,N,1
3662291,APO,Y,Y,N,1
3662287,AMO,Y,N,N,1
3662483,AMO,N,N,Y,1
3662643,AMO,Y,N,N,1
3663467,APO,Y,N,Y,1
3663827,APO,N,N,Y,1
3664083,APO,N,Y,N,1
54077804,AMO,Y,N,N,1
3666236,APO,N,Y,N,1
3666471,AMO,N,Y,N,1
3666928,APO,N,Y,N,1
3667125,AMO,N,N,Y,1
3666885,APO,N,Y,N,1
3666977,AMO,N,N,Y,1
3667090,AMO,N,Y,N,1
3667093,ATE,N,N,Y,1
3667121,APO,Y,N,Y,1
3667122,AMO,N,N,Y,1
3667130,APO,N,N,Y,1
3667136,ATE,Y,N,N,1
3667137,APO,N,N,Y,1
3667431,AMO,N,Y,N,1
3667477,ATE,N,Y,N,1
3667490,AMO,Y,N,N,1
3667491,APO,N,N,Y,1
3668977,AMO,N,N,Y,1
3669248,APO,N,Y,N,1
3669251,APO,N,N,Y,1
3669358,APO,N,N,Y,1
3669884,APO,N,N,Y,1
3670097,AMO,Y,N,N,1
3670147,APO,Y,N,N,1
3670290,ATE,Y,N,N,1
3698495,AMO,N,Y,N,1
3698504,AMO,Y,N,Y,1
3698531,APO,Y,N,Y,1
3698555,AMO,Y,N,Y,1
3670150,ATE,N,Y,N,1
3670394,APO,N,N,Y,1
3670716,AMO,Y,N,N,1
3671119,APO,N,Y,N,1
3671121,APO,N,Y,N,1
3671123,APO,Y,Y,N,1
3671122,AMO,N,Y,N,1
3671126,APO,N,Y,N,1
3671129,APO,N,N,Y,1
3671133,APO,Y,N,N,1
3698572,APO,Y,Y,N,1
3672460,APO,N,Y,N,1
3672564,AMO,N,Y,N,1
3672900,AMO,N,N,Y,1
3672902,APO,N,N,Y,1
3672908,AMO,Y,N,N,1
3672963,APO,Y,N,N,1
3673138,APO,N,N,Y,1
3673385,APO,Y,Y,N,1
3673546,AMO,N,Y,N,1
3673680,ATE,N,Y,N,1
3673736,APO,N,N,Y,1
3673806,AMO,N,N,Y,1
3673825,AMO,N,Y,N,1
3673978,AMO,N,N,Y,1
3674022,APO,Y,N,Y,1
3674330,AMO,N,N,Y,1
3674756,APO,Y,N,N,1
3674789,AMO,Y,N,Y,1
3678016,APO,N,Y,N,1
3678562,APO,Y,N,N,1
3680936,APO,N,N,Y,1
3679871,APO,Y,N,Y,1
3680249,APO,N,N,Y,1
3680250,APO,Y,N,Y,1
3682228,AMO,N,N,Y,1
3683246,AMO,Y,Y,Y,1
3682230,APO,N,N,Y,1
3683393,APO,N,Y,N,1
3683396,APO,N,N,Y,1
3684350,APO,Y,N,Y,1
3684353,AMO,N,Y,N,1
3684631,AMO,N,Y,N,1
3684730,ATE,Y,N,N,1
3684733,AMO,Y,N,Y,1
3685631,AMO,Y,N,N,1
3685634,APO,Y,N,Y,1
3685807,AMO,N,Y,N,1
3685812,ATE,N,N,Y,1
3686081,AMO,N,N,Y,1
3686272,AMO,N,Y,N,1
3686281,APO,Y,N,N,1
3686284,APO,Y,N,N,1
3687789,AMO,Y,N,N,1
3685816,ATE,N,Y,N,1
3686148,AMO,Y,N,N,1
3686150,AMO,Y,N,N,1
3689267,AMO,N,Y,N,1
3689357,AMO,N,Y,N,1
3691089,AMO,Y,N,N,1
3691095,APO,N,Y,N,1
3691159,APO,N,N,Y,1
3692563,AMO,N,Y,N,1
3692744,APO,Y,N,Y,1
3692750,APO,N,N,Y,1
3693270,APO,Y,N,Y,1
3693773,AMO,N,Y,N,1
3694130,APO,N,N,Y,1
3694451,APO,N,N,Y,1
3694531,APO,Y,N,N,1
3694988,ATE,N,Y,Y,1
3695414,AMO,Y,N,N,1
3695647,APO,Y,N,N,1
3695735,AMO,N,Y,N,1
3695816,APO,Y,N,Y,1
3695824,APO,N,Y,N,1
3695838,AMO,N,N,Y,1
3695932,AMO,Y,N,N,1
3696301,APO,N,Y,N,1
3696300,AMO,N,Y,N,1
3696440,AMO,N,N,Y,1
3696443,APO,N,N,Y,1
3696460,APO,Y,N,N,1
3697803,APO,N,Y,N,1
3698850,AMO,Y,N,Y,1
3698849,APO,N,Y,N,1
3699480,APO,N,N,Y,1
3699893,APO,N,Y,N,1
3699898,AMO,N,Y,N,1
3699906,AMO,Y,N,N,1
54211782,AMO,Y,N,N,1
3701885,APO,Y,N,N,1
3702256,AMO,N,N,Y,1
3702316,AMO,Y,N,N,1
3702320,APO,N,N,Y,1
3702670,APO,Y,Y,Y,1
3702319,APO,N,Y,N,1
3702672,AMO,Y,N,N,1
3702707,AMO,N,N,Y,1
3702705,APO,Y,N,N,1
3702940,AMO,N,N,Y,1
3703000,AMO,Y,N,N,1
3703193,APO,Y,N,N,1
3703262,APO,Y,N,N,1
3703309,APO,Y,N,Y,1
3703303,AMO,Y,N,N,1
3703540,ATE,Y,N,N,1
3703541,AMO,N,Y,N,1
3703884,AMO,Y,N,N,1
3704141,APO,N,Y,N,1
3704145,APO,Y,N,N,1
3704264,APO,Y,Y,Y,1
3704263,AMO,Y,N,N,1
3704765,AMO,N,Y,N,1
3704769,APO,N,Y,N,1
3705043,AMO,N,N,Y,1
3707694,APO,N,Y,N,1
3708360,APO,Y,N,Y,1
3708363,APO,Y,N,N,1
3709078,APO,Y,N,N,1
3709080,APO,Y,N,Y,1
3709081,ATE,Y,N,N,1
3709250,ATE,Y,Y,N,1
3709397,APO,N,N,Y,1
3709398,APO,Y,N,Y,1
3709603,AMO,Y,N,N,1
3709774,AMO,N,Y,N,1
3715407,AMO,Y,N,N,1
3764850,APO,N,Y,N,1
3709716,APO,N,Y,N,1
3710215,APO,N,Y,N,1
3710227,APO,N,Y,Y,1
3710247,AMO,Y,N,N,1
3710558,APO,N,Y,N,1
3710715,APO,N,Y,N,1
3710913,APO,N,N,Y,1
3710918,APO,N,Y,N,1
3711167,APO,N,Y,N,1
3711174,AMO,N,Y,N,1
3712032,APO,N,N,Y,1
3712420,APO,N,Y,N,1
3712625,APO,N,Y,N,1
3713005,APO,N,Y,N,1
3713268,ATE,Y,N,N,1
3713303,APO,N,N,Y,1
3713318,AMO,N,Y,N,1
3713285,APO,N,Y,N,1
3713903,APO,Y,N,N,1
3713942,APO,N,Y,N,1
3713946,APO,N,N,Y,1
3713993,AMO,Y,N,N,1
3713995,AMO,N,Y,N,1
3714117,APO,Y,N,Y,1
3714118,AMO,N,N,Y,1
3714119,APO,Y,N,Y,1
3714121,AMO,N,Y,N,1
3714175,APO,Y,N,N,1
3714453,APO,Y,N,N,1
3714458,ATE,N,N,Y,1
3714464,AMO,Y,N,N,1
3714538,APO,Y,N,N,1
3715384,APO,Y,N,Y,1
3837528,AMO,Y,N,N,1
54510130,APO,N,Y,N,1
3715465,APO,Y,N,N,1
3715906,APO,N,N,Y,1
3718764,APO,Y,N,N,1
3715995,APO,N,Y,N,1
3715997,APO,N,Y,N,1
3716630,APO,Y,N,N,1
3716628,APO,N,Y,N,1
3717039,APO,Y,N,N,1
3717046,APO,Y,N,N,1
3717060,AMO,Y,N,N,1
3717045,AMO,N,Y,N,1
3717050,APO,Y,N,Y,1
3717100,AMO,N,N,Y,1
3718277,APO,N,N,Y,1
3718763,APO,Y,N,N,1
3720849,AMO,N,Y,N,1
3720858,APO,N,N,Y,1
3720865,APO,Y,N,N,1
3720875,APO,Y,N,N,1
3720874,AMO,Y,N,Y,1
54432840,AMO,N,Y,N,1
54508749,AMO,N,Y,N,1
3719192,APO,Y,N,N,1
3719206,APO,Y,N,N,1
3719226,AMO,N,Y,N,1
3719471,AMO,Y,N,Y,1
3719472,AMO,N,Y,N,1
3719730,ATE,Y,Y,N,1
3719859,AMO,N,Y,N,1
3719858,APO,Y,N,N,1
3720005,APO,N,Y,N,1
3720001,AMO,N,Y,N,1
3720440,ATE,N,Y,N,1
3720439,APO,Y,N,N,1
3720747,APO,N,N,Y,1
3720767,AMO,Y,N,N,1
3720846,AMO,N,N,Y,1
3720888,APO,Y,N,N,1
3720889,AMO,N,Y,N,1
3721993,APO,N,Y,N,1
3721994,APO,Y,N,N,1
3721137,APO,N,Y,N,1
3721237,APO,N,Y,N,1
3721907,APO,N,N,Y,1
3721910,AMO,N,Y,N,1
3723701,APO,Y,N,N,1
3723816,APO,N,N,Y,1
3724101,AMO,N,N,Y,1
3724221,ATE,N,N,Y,1
3723853,APO,N,Y,Y,1
3723950,AMO,Y,N,Y,1
3723955,APO,Y,N,N,1
3893741,AMO,Y,N,N,1
3724212,APO,N,Y,N,1
3724391,AMO,N,N,Y,1
3724392,APO,N,Y,N,1
3724393,APO,Y,N,N,1
3724645,AMO,N,Y,N,1
3725654,APO,N,Y,N,1
3725759,APO,Y,N,N,1
3725761,AMO,Y,N,N,1
3725970,AMO,N,N,Y,1
3726012,APO,N,Y,N,1
3726021,APO,N,N,Y,1
3726510,APO,N,Y,N,1
3726594,APO,Y,N,N,1
3726448,AMO,N,N,Y,1
3726512,APO,N,Y,N,1
3726513,APO,N,Y,N,1
3726596,APO,N,Y,N,1
3726655,AMO,Y,N,N,1
3727174,APO,N,N,Y,1
3727177,APO,N,Y,N,1
3727276,AMO,Y,N,Y,1
3727340,APO,Y,N,N,1
3727345,APO,Y,N,Y,1
3727660,APO,N,Y,N,1
3728368,AMO,Y,N,N,1
3728373,AMO,N,N,Y,1
3727665,AMO,N,Y,N,1
3728903,AMO,N,Y,N,1
3729098,AMO,Y,N,N,1
3729275,APO,N,Y,N,1
3729835,APO,N,Y,Y,1
3730325,AMO,N,N,Y,1
3730326,APO,N,N,Y,1
3730570,AMO,Y,N,N,1
3731242,APO,N,N,Y,1
3732115,APO,Y,N,Y,1
3732896,APO,Y,N,Y,1
3733141,AMO,Y,N,Y,1
3733258,AMO,Y,N,N,1
3733264,APO,N,Y,N,1
3733854,APO,Y,N,N,1
3733858,APO,N,Y,N,1
3734181,APO,Y,N,N,1
3734184,APO,N,N,Y,1
3734186,APO,N,Y,N,1
3734190,ATE,Y,N,N,1
3735465,AMO,Y,N,N,1
3735485,AMO,Y,N,N,1
3735537,APO,Y,N,Y,1
3735539,APO,N,N,Y,1
3735538,AMO,Y,N,N,1
3735600,AMO,N,N,Y,1
3736385,APO,N,N,Y,1
3735629,AMO,N,N,Y,1
3735681,APO,N,N,Y,1
3735997,APO,N,N,Y,1
3736003,APO,Y,N,N,1
3736206,AMO,Y,N,N,1
3736237,APO,Y,N,N,1
3736245,APO,N,Y,N,1
3736247,AMO,Y,N,N,1
3736386,ATE,Y,N,N,1
3736406,ATE,Y,N,N,1
3736501,ATE,Y,N,Y,1
3736674,APO,Y,N,N,1
3736815,APO,N,Y,N,1
3738934,AMO,N,N,Y,1
3739066,AMO,N,Y,N,1
3739079,AMO,Y,N,N,1
3739078,APO,Y,Y,N,1
3739080,APO,Y,N,N,1
3739077,APO,N,Y,N,1
3739152,APO,Y,N,Y,1
3739167,AMO,Y,N,N,1
3739214,AMO,N,N,Y,1
3739247,APO,N,Y,N,1
3739256,APO,N,Y,N,1
3739414,APO,N,Y,N,1
3739619,APO,Y,N,N,1
3739621,APO,Y,N,Y,1
3740031,AMO,N,N,Y,1
3740040,AMO,N,N,Y,1
3740099,APO,N,N,Y,1
3740342,APO,Y,N,N,1
3740851,AMO,Y,N,N,1
3740668,APO,Y,N,N,1
3740861,AMO,Y,N,Y,1
3740927,APO,N,Y,N,1
3740934,APO,N,N,Y,1
3741114,APO,Y,N,Y,1
3741145,ATE,Y,N,N,1
3741149,AMO,Y,N,N,1
3741150,APO,N,N,Y,1
3741441,APO,N,Y,N,1
3741975,AMO,N,N,Y,1
3741976,AMO,N,Y,N,1
3742047,APO,Y,N,N,1
3742053,AMO,N,N,Y,1
3742123,AMO,N,N,Y,1
3742127,APO,Y,N,N,1
3742340,APO,Y,N,N,1
3742342,ATE,N,Y,N,1
3742880,AMO,N,N,Y,1
3742876,APO,N,Y,N,1
3743119,APO,N,N,Y,1
3743120,APO,Y,N,N,1
3743128,AMO,N,Y,N,1
3743605,APO,N,N,Y,1
3743742,APO,Y,N,N,1
3743747,AMO,Y,N,N,1
3743895,AMO,N,Y,N,1
3743894,APO,Y,N,Y,1
3743893,AMO,Y,N,N,1
3743901,APO,N,N,Y,1
3744155,APO,N,Y,N,1
3744322,ATE,Y,N,N,1
3744325,APO,N,N,Y,1
3744785,APO,N,N,Y,1
3744693,AMO,N,Y,N,1
3744694,APO,N,Y,N,1
3744989,AMO,N,N,Y,1
3745105,ATE,N,N,Y,1
3745114,AMO,N,Y,N,1
3745498,APO,Y,N,N,1
3745502,APO,Y,N,N,1
3745499,AMO,Y,N,N,1
3745899,APO,N,Y,N,1
3745901,ATE,N,Y,Y,1
3745996,APO,Y,N,N,1
3746217,ATE,Y,N,N,1
3746489,APO,Y,N,N,1
3746627,APO,N,N,Y,1
3747306,APO,Y,N,N,1
3747350,APO,Y,N,N,1
3747354,AMO,N,Y,Y,1
3747356,APO,Y,N,N,1
3747357,APO,Y,N,Y,1
3747494,APO,N,N,Y,1
3747982,AMO,Y,N,N,1
3748227,APO,Y,N,N,1
3748280,APO,Y,N,Y,1
3748332,APO,Y,Y,N,1
3748337,APO,N,Y,N,1
3748469,ATE,Y,N,N,1
3748455,AMO,N,Y,N,1
3748457,APO,N,N,Y,1
3748480,AMO,N,N,Y,1
3748545,APO,Y,N,N,1
3748559,APO,Y,N,N,1
54247854,ATE,Y,N,N,1
54379677,AMO,N,Y,N,1
3749062,APO,Y,Y,N,1
3749070,APO,N,Y,N,1
3750678,APO,Y,N,N,1
3751725,APO,Y,N,N,1
3751814,AMO,Y,N,N,1
3751823,AMO,N,N,Y,1
3752013,APO,N,Y,N,1
3752155,AMO,N,N,Y,1
3752517,APO,Y,N,N,1
3752571,ATE,Y,N,Y,1
3752702,AMO,Y,N,N,1
3752773,ATE,N,N,Y,1
3752788,AMO,N,Y,N,1
3752903,ATE,Y,N,N,1
3753023,APO,Y,N,N,1
3753022,APO,N,N,Y,1
3753026,APO,Y,N,N,1
3753096,AMO,N,N,Y,1
3753305,AMO,N,Y,N,1
3753473,AMO,N,N,Y,1
3753574,APO,N,N,Y,1
3753641,APO,N,N,Y,1
3753623,APO,N,N,Y,1
3753660,AMO,N,N,Y,1
3753696,ATE,Y,N,N,1
3753714,AMO,N,Y,N,1
3753790,APO,Y,N,N,1
3753833,AMO,Y,N,N,1
3753868,APO,N,N,Y,1
3753874,APO,Y,N,N,1
3753884,AMO,Y,N,N,1
3753885,APO,N,N,Y,1
3753919,APO,N,Y,N,1
3753918,AMO,Y,N,N,1
3754253,APO,Y,N,Y,1
3754252,AMO,N,Y,N,1
3754268,APO,Y,N,N,1
3754269,APO,N,Y,N,1
3754283,APO,N,N,Y,1
3754285,APO,Y,N,Y,1
54123434,APO,Y,Y,N,1
3754329,APO,N,N,Y,1
3754341,APO,Y,N,Y,1
3754384,APO,N,Y,N,1
3754550,AMO,N,N,Y,1
3755203,APO,N,Y,N,1
3755201,AMO,Y,N,N,1
3755345,APO,N,Y,N,1
3759678,APO,N,Y,N,1
3756042,AMO,N,Y,N,1
3756913,AMO,Y,N,N,1
3756947,APO,Y,N,N,1
3757291,APO,Y,N,N,1
3757285,AMO,Y,N,N,1
3757293,AMO,Y,N,N,1
3757396,APO,N,N,Y,1
3757575,AMO,Y,N,N,1
3757693,APO,Y,Y,N,1
3758259,APO,Y,N,N,1
3758247,AMO,N,N,Y,1
3758261,AMO,N,N,Y,1
3758835,AMO,Y,N,Y,1
3758839,APO,N,N,Y,1
3758836,APO,Y,N,Y,1
3758838,ATE,N,N,Y,1
3758842,AMO,Y,N,N,1
3759004,APO,N,N,Y,1
3759007,APO,N,N,Y,1
3759244,APO,N,Y,N,1
3759285,APO,Y,N,N,1
3759287,APO,Y,N,N,1
3759295,APO,N,Y,N,1
3759319,APO,Y,N,Y,1
3759318,ATE,N,N,Y,1
3759349,APO,N,N,Y,1
3759352,AMO,Y,N,N,1
3759359,APO,N,Y,N,1
3759358,APO,N,Y,N,1
3759664,APO,Y,N,N,1
3759670,AMO,N,Y,N,1
3759751,APO,N,Y,N,1
3759757,AMO,N,Y,N,1
3759771,APO,N,N,Y,1
3759986,APO,Y,N,N,1
3760061,APO,N,Y,N,1
3760217,AMO,N,N,Y,1
3760532,AMO,N,Y,N,1
3760536,APO,N,Y,N,1
3760583,AMO,N,Y,Y,1
3760884,APO,N,N,Y,1
3760956,APO,Y,Y,N,1
3762126,APO,Y,N,N,1
3762169,AMO,N,N,Y,1
3762165,ATE,N,N,Y,1
3763097,APO,Y,N,N,1
3763414,AMO,Y,N,N,1
3763428,APO,Y,N,N,1
3763429,ATE,Y,N,N,1
3763476,AMO,Y,N,N,1
3763480,APO,Y,N,Y,1
3763481,APO,N,N,Y,1
3763553,AMO,Y,N,Y,1
3763551,AMO,N,N,Y,1
3763545,AMO,Y,N,N,1
3763547,APO,N,Y,N,1
3763595,APO,Y,N,N,1
3763625,AMO,Y,N,N,1
3764253,AMO,Y,N,N,1
3765027,AMO,N,Y,N,1
3763955,APO,Y,N,N,1
3764251,APO,Y,N,N,1
3764252,APO,N,N,Y,1
3764254,AMO,Y,N,N,1
3764728,APO,Y,N,N,1
3764807,APO,N,Y,N,1
3764837,APO,Y,Y,N,1
3764838,APO,N,Y,N,1
3764888,AMO,Y,N,N,1
3765990,APO,Y,N,N,1
54512578,ATE,N,Y,N,1
54512575,ATE,N,N,Y,1
3765533,APO,N,N,Y,1
3765639,APO,N,Y,N,1
3766032,APO,N,N,Y,1
3766081,AMO,Y,Y,Y,1
54512584,APO,N,N,Y,1
3766049,APO,N,Y,N,1
3766070,AMO,Y,N,Y,1
3766069,APO,N,Y,N,1
3766092,AMO,Y,N,N,1
3766123,AMO,N,N,Y,1
3766130,AMO,N,N,Y,1
3766162,AMO,Y,N,N,1
3766174,AMO,Y,N,N,1
3766182,AMO,Y,N,N,1
3766183,APO,N,N,Y,1
3766193,AMO,Y,N,N,1
3766292,APO,N,N,Y,1
3766338,AMO,N,N,Y,1
3766341,APO,N,Y,N,1
3766462,ATE,Y,N,N,1
3766587,APO,Y,N,N,1
3766595,APO,Y,Y,Y,1
3766633,AMO,Y,N,N,1
3766966,APO,N,Y,N,1
3767015,APO,N,Y,N,1
3767154,APO,N,Y,N,1
3767244,APO,N,Y,N,1
3767253,AMO,Y,N,N,1
3767263,AMO,N,Y,N,1
3767323,AMO,Y,N,Y,1
3767324,APO,Y,N,N,1
3767326,APO,Y,N,N,1
3767925,APO,N,Y,N,1
3767930,AMO,N,Y,N,1
3767936,APO,N,N,Y,1
3767926,AMO,N,Y,N,1
3767933,ATE,Y,N,N,1
3768018,APO,Y,N,Y,1
3768606,APO,Y,N,N,1
3768613,ATE,Y,N,N,1
3767932,APO,Y,N,N,1
3768610,APO,Y,N,N,1
3768620,APO,N,Y,N,1
3768653,APO,Y,N,N,1
3769378,AMO,N,N,Y,1
3769397,APO,Y,N,N,1
54512594,APO,N,N,Y,1
54512592,APO,N,Y,N,1
3769408,APO,N,Y,N,1
3769703,APO,Y,N,N,1
3769708,AMO,N,Y,Y,1
3769804,AMO,N,N,Y,1
3769811,APO,N,Y,N,1
3769883,ATE,Y,N,Y,1
3769914,APO,N,N,Y,1
3769918,APO,Y,N,N,1
3770151,APO,N,Y,N,1
3770152,APO,N,Y,N,1
3771592,APO,Y,N,N,1
3771016,AMO,N,N,Y,1
3771018,APO,N,Y,N,1
3771451,AMO,Y,N,N,1
3771479,APO,N,Y,N,1
3771477,AMO,Y,N,N,1
3771585,AMO,N,N,Y,1
3771608,ATE,N,N,Y,1
3771614,AMO,N,N,Y,1
3771791,APO,N,Y,N,1
3772393,AMO,N,N,Y,1
3772394,AMO,N,Y,N,1
3772401,APO,Y,N,Y,1
3772695,APO,Y,Y,N,1
3772758,APO,Y,N,N,1
3772756,ATE,N,Y,N,1
3772841,APO,N,N,Y,1
3772979,AMO,N,N,Y,1
3773050,APO,N,N,Y,1
3773055,APO,Y,N,N,1
3773057,APO,N,Y,N,1
3773658,APO,N,N,Y,1
3773761,APO,Y,N,N,1
3773834,APO,Y,N,Y,1
3773837,ATE,Y,N,N,1
3773913,APO,N,Y,N,1
3773918,APO,N,Y,N,1
3773922,APO,Y,N,N,1
3774001,APO,Y,N,Y,1
3774011,APO,N,N,Y,1
3774018,ATE,N,Y,N,1
3774017,APO,Y,N,N,1
3774095,APO,N,Y,N,1
3774097,AMO,N,N,Y,1
3774113,APO,Y,Y,Y,1
3774362,ATE,Y,N,N,1
3774372,APO,Y,N,N,1
3774382,APO,N,Y,N,1
3774435,APO,N,N,Y,1
3774563,AMO,N,N,Y,1
3774578,APO,N,Y,N,1
3774574,ATE,N,Y,N,1
3774573,APO,N,Y,N,1
3774603,APO,N,N,Y,1
3774615,AMO,N,Y,N,1
3774691,ATE,N,N,Y,1
3774719,AMO,Y,N,N,1
3774726,APO,Y,N,N,1
3774727,APO,N,Y,N,1
3774733,ATE,N,N,Y,1
3774735,APO,N,N,Y,1
3775091,AMO,Y,N,N,1
3775096,ATE,N,N,Y,1
3775098,AMO,Y,N,N,1
3775155,APO,N,N,Y,1
3775159,APO,N,N,Y,1
3775161,APO,Y,N,N,1
3775158,APO,Y,Y,Y,1
3775199,AMO,Y,N,N,1
3775156,APO,N,N,Y,1
3775265,APO,N,N,Y,1
3775709,APO,N,Y,N,1
3776071,APO,Y,N,N,1
3776112,APO,Y,N,N,1
3776110,AMO,N,N,Y,1
3776128,APO,N,Y,N,1
3776124,APO,N,N,Y,1
3776270,APO,Y,N,N,1
3776269,ATE,N,Y,N,1
3776273,APO,N,N,Y,1
3776279,APO,N,Y,N,1
3776549,ATE,N,N,Y,1
3776849,AMO,N,N,Y,1
3777455,AMO,N,N,Y,1
3779046,AMO,N,Y,N,1
3781351,AMO,N,N,Y,1
3779522,AMO,N,N,Y,1
3780672,APO,Y,N,N,1
3780674,AMO,N,Y,N,1
3780704,APO,N,N,Y,1
3780736,APO,Y,N,N,1
3780786,APO,Y,N,N,1
3781006,APO,Y,N,Y,1
3781005,APO,Y,N,N,1
3781034,AMO,N,Y,N,1
3781021,AMO,N,Y,N,1
3781027,APO,Y,N,N,1
3781023,ATE,N,Y,N,1
3781048,AMO,Y,N,Y,1
3781300,APO,Y,N,N,1
3781313,AMO,N,Y,N,1
3781311,ATE,Y,N,N,1
3781370,AMO,Y,N,N,1
3781402,AMO,N,Y,N,1
3781580,AMO,N,N,Y,1
3838941,AMO,N,Y,N,1
3781640,AMO,N,N,Y,1
3781647,APO,N,Y,N,1
3781871,APO,N,N,Y,1
3781886,AMO,N,Y,N,1
3781885,AMO,Y,N,N,1
3781895,APO,N,Y,N,1
3781905,APO,Y,N,N,1
3781908,AMO,N,Y,N,1
3781910,APO,Y,Y,N,1
3781962,APO,N,N,Y,1
3781972,AMO,N,Y,N,1
3781969,APO,Y,N,Y,1
3781977,AMO,N,Y,N,1
3781989,AMO,N,N,Y,1
3781987,APO,N,N,Y,1
3782013,APO,Y,N,N,1
3782064,APO,N,N,Y,1
3782057,AMO,N,Y,N,1
3785709,APO,Y,N,N,1
3785714,AMO,N,N,Y,1
3782059,APO,N,Y,N,1
3785767,APO,N,N,Y,1
3785773,AMO,N,Y,N,1
3785924,AMO,N,N,Y,1
3786448,AMO,N,Y,N,1
3787063,APO,N,Y,N,1
3787082,APO,Y,N,N,1
3787632,APO,N,N,Y,1
3787634,APO,N,N,Y,1
3788041,APO,N,N,Y,1
3788047,APO,N,N,Y,1
3788050,APO,N,Y,N,1
3788077,AMO,Y,N,Y,1
3788079,AMO,N,N,Y,1
3788090,APO,N,Y,N,1
3788135,APO,Y,N,Y,1
3788138,AMO,N,N,Y,1
3788890,AMO,Y,N,N,1
3789117,AMO,N,N,Y,1
3791307,APO,N,Y,N,1
3799259,AMO,N,Y,Y,1
3789122,APO,N,N,Y,1
3789387,APO,Y,N,Y,1
3789416,APO,Y,N,N,1
3789443,AMO,N,Y,N,1
3789471,AMO,N,Y,N,1
3789470,APO,N,N,Y,1
3789539,APO,Y,N,Y,1
3789607,APO,N,N,Y,1
3789611,APO,Y,N,N,1
3789676,ATE,Y,N,N,1
3789679,APO,N,N,Y,1
3789680,AMO,N,Y,N,1
3789688,APO,N,N,Y,1
3789719,APO,N,N,Y,1
3790063,AMO,N,N,Y,1
3790125,APO,N,N,Y,1
3790126,APO,N,N,Y,1
3791014,ATE,N,Y,N,1
3791245,AMO,N,N,Y,1
3791283,APO,Y,N,N,1
3791334,AMO,Y,N,N,1
