spkid,full_name,pha,class
3760541,(2016 TV17),N,AMO
3760535,(2016 TX17),N,APO
3760538,(2016 TY17),N,AMO
3760537,(2016 TZ17),Y,AMO
3760539,(2016 TA18),N,AMO
3760536,(2016 TB18),N,APO
3760542,(2016 TC18),N,AMO
3760540,(2016 TD18),N,APO
3760585,(2016 TJ18),Y,APO
3760584,(2016 TK18),N,APO
3760586,(2016 TL18),N,APO
3760583,(2016 TM18),N,AMO
3760587,(2016 TN18),N,APO
3760589,(2016 TO18),N,APO
3760588,(2016 TP18),N,APO
3760590,(2016 TQ18),N,APO
3760647,(2016 TW18),N,APO
3760648,(2016 TX18),N,APO
3760649,(2016 TY18),N,AMO
3760650,(2016 TZ18),N,AMO
3760627,(2016 TB19),N,APO
3760676,(2016 TT19),N,APO
3760679,(2016 TU19),N,ATE
3760675,(2016 TV19),N,APO
3760678,(2016 TW19),N,AMO
3760677,(2016 TX19),N,AMO
3760680,(2016 TZ19),N,ATE
3760681,(2016 TA20),N,AMO
3760682,(2016 TQ54),N,ATE
3760684,(2016 TR54),N,ATE
3760683,(2016 TS54),N,APO
3760883,(2016 TD55),N,AMO
3760880,(2016 TE55),N,APO
3760881,(2016 TF55),N,AMO
3760879,(2016 TG55),N,APO
3760884,(2016 TH55),Y,APO
3760882,(2016 TJ55),N,APO
3760885,(2016 TR55),N,AMO
3760886,(2016 TS55),N,AMO
3760887,(2016 TT55),N,APO
3760890,(2016 TX55),N,AMO
3760891,(2016 TY55),N,APO
3760888,(2016 TZ55),N,APO
3760956,(2016 TE56),N,APO
3760955,(2016 TF56),N,AMO
3760954,(2016 TG56),N,AMO
3760958,(2016 TH56),N,APO
3760957,(2016 TJ56),N,AMO
3760959,(2016 TM56),N,APO
3761029,(2016 TP56),N,AMO
3761030,(2016 TQ56),N,APO
3761034,(2016 TA57),Y,ATE
3761035,(2016 TB57),N,APO
3761036,(2016 TC57),N,APO
3761124,(2016 TS92),N,APO
3761126,(2016 TT92),N,APO
3761127,(2016 TY92),Y,APO
3761145,(2016 TB93),N,AMO
3761144,(2016 TC93),N,AMO
3761267,(2016 TH93),N,AMO
3761270,(2016 TJ93),N,AMO
3761393,(2016 TQ93),N,AMO
3761476,(2016 TT93),N,APO
3761483,(2016 TU93),N,APO
3761484,(2016 TV93),N,AMO
3761646,(2016 TZ93),N,APO
3762460,(2016 TG94),N,APO
3762462,(2016 TH94),N,ATE
3762466,(2016 TL94),N,AMO
54115831,(2016 TP160),N,AMO
3761125,(2016 UA),N,ATE
3761146,(2016 UD),N,APO
3761197,(2016 UE),N,APO
3761199,(2016 UH),N,AMO
3761200,(2016 UJ),N,AMO
3761271,(2016 US4),N,ATE
3761268,(2016 UT4),N,APO
3761269,(2016 UU4),N,AMO
3761348,(2016 UL5),N,APO
3761349,(2016 UM5),N,AMO
3761350,(2016 UN5),N,APO
3761353,(2016 UO5),N,ATE
3761351,(2016 UP5),N,APO
3761352,(2016 UQ5),N,APO
3761354,(2016 UR5),N,ATE
3761398,(2016 UW5),N,AMO
3761397,(2016 UX5),N,APO
3761395,(2016 UY5),N,AMO
3761396,(2016 UZ5),N,AMO
3761394,(2016 UA6),N,ATE
3761478,(2016 UY25),N,AMO
3761480,(2016 UZ25),Y,APO
3761477,(2016 UA26),N,APO
3761481,(2016 UB26),N,APO
3761513,(2016 UC26),N,APO
3761482,(2016 UD26),N,APO
3761485,(2016 UC31),N,ATE
3761644,(2016 UR31),N,APO
3761645,(2016 US31),N,APO
3761649,(2016 UW35),N,AMO
3761648,(2016 UX35),N,AMO
3761647,(2016 UY35),N,ATE
3761733,(2016 UL36),N,AMO
3761736,(2016 UM36),N,APO
3761734,(2016 UN36),N,AMO
3761730,(2016 UO36),N,AMO
3761732,(2016 UP36),N,APO
3761731,(2016 UQ36),N,APO
3761735,(2016 UR36),N,APO
3761740,(2016 UW40),Y,APO
3761737,(2016 UX40),N,AMO
3761742,(2016 UY40),N,APO
3761739,(2016 UZ40),N,APO
3761738,(2016 UA41),N,APO
3761744,(2016 UB41),N,APO
3761741,(2016 UC41),N,AMO
3761743,(2016 UD41),N,APO
3761749,(2016 UL41),N,AMO
3761748,(2016 UM41),N,AMO
3761747,(2016 UO41),N,APO
3761750,(2016 UP41),N,APO
3761751,(2016 UQ41),N,ATE
3761752,(2016 UR41),N,APO
3762122,(2016 UV41),N,AMO
3762123,(2016 UW41),N,AMO
3762130,(2016 UX41),N,AMO
3762124,(2016 UY41),N,AMO
3762127,(2016 UZ41),N,APO
3762126,(2016 UA42),N,APO
3762128,(2016 UB42),N,AMO
3762125,(2016 UC42),N,APO
3762129,(2016 UD42),N,AMO
3762171,(2016 UY56),N,APO
3762164,(2016 UZ56),N,APO
3762172,(2016 UA57),N,AMO
3762169,(2016 UB57),N,AMO
3762168,(2016 UC57),N,AMO
3762166,(2016 UE57),N,APO
3762165,(2016 UF57),N,ATE
3762173,(2016 UG57),N,APO
3762170,(2016 UH57),N,APO
3762438,(2016 UU80),N,AMO
3762436,(2016 UV80),N,APO
3762440,(2016 UW80),N,APO
3762437,(2016 UX80),N,ATE
3762885,(2016 UE101),N,AMO
3762886,(2016 UF101),Y,APO
3762882,(2016 UG101),N,AMO
3762883,(2016 UH101),N,APO
3763097,(2016 UA107),N,APO
3763102,(2016 UB107),N,APO
3763100,(2016 UC107),N,APO
3763269,(2016 UR109),N,APO
54512566,(2016 UT149),N,ATE
54512567,(2016 UV149),N,APO
54512568,(2016 UW149),N,APO
54512569,(2016 UX149),N,APO
54512570,(2016 UY149),N,APO
54512571,(2016 UZ149),N,APO
54512564,(2016 UD150),N,APO
54512565,(2016 UE150),N,APO
3762435,(2016 VA),N,ATE
3763099,(2016 VF),N,APO
3763098,(2016 VG),N,ATE
3763101,(2016 VH),N,APO
3763232,(2016 VK),N,APO
3763329,(2016 VN),N,AMO
3763270,(2016 VQ),N,APO
3763268,(2016 VR),N,APO
3763271,(2016 VS),N,APO
3763272,(2016 VY),N,APO
3763275,(2016 VZ),N,APO
3763273,(2016 VA1),N,APO
3763274,(2016 VB1),N,ATE
3763276,(2016 VC1),Y,APO
3763279,(2016 VN1),N,APO
3763284,(2016 VO1),N,ATE
3763282,(2016 VP1),N,APO
3763280,(2016 VQ1),N,AMO
3763278,(2016 VR1),N,AMO
3763286,(2016 VS1),N,ATE
3763281,(2016 VT1),N,APO
3763283,(2016 VU1),N,AMO
3763285,(2016 VV1),N,AMO
3763337,(2016 VX1),N,APO
3763338,(2016 VY1),N,APO
3763339,(2016 VZ1),N,APO
3763414,(2016 VE2),N,AMO
3763424,(2016 VG2),N,APO
3763421,(2016 VH2),N,AMO
3763419,(2016 VJ2),N,AMO
3763423,(2016 VK2),N,APO
3763417,(2016 VL2),N,APO
3763422,(2016 VM2),N,AMO
3763420,(2016 VN2),N,AMO
3763418,(2016 VO2),N,APO
3763416,(2016 VP2),N,AMO
3763425,(2016 VQ2),N,APO
3763428,(2016 VT2),N,APO
3763429,(2016 VU2),N,ATE
3763427,(2016 VV2),N,APO
3763426,(2016 VW2),N,APO
3763430,(2016 VX2),N,AMO
3763483,(2016 VF3),N,AMO
3763476,(2016 VG3),N,AMO
3763480,(2016 VH3),N,APO
3763481,(2016 VJ3),N,APO
3763478,(2016 VK3),N,AMO
3763475,(2016 VL3),N,AMO
3763479,(2016 VM3),N,APO
3763477,(2016 VN3),N,APO
3763482,(2016 VO3),N,APO
3763544,(2016 VU3),N,APO
3763548,(2016 VV3),N,AMO
3763553,(2016 VX3),N,AMO
3763554,(2016 VY3),N,AMO
3763551,(2016 VZ3),N,AMO
3763546,(2016 VA4),N,APO
3763550,(2016 VB4),N,APO
3763545,(2016 VC4),N,AMO
3763547,(2016 VD4),N,APO
3763552,(2016 VE4),N,APO
3763595,(2016 VN4),N,APO
3763598,(2016 VO4),N,APO
3763594,(2016 VP4),N,AMO
3763596,(2016 VQ4),N,AMO
3763597,(2016 VR4),N,APO
3763620,(2016 VQ5),N,AMO
3763625,(2016 VR5),N,AMO
3763621,(2016 VS5),Y,APO
3763622,(2016 VT5),N,AMO
3763628,(2016 VU5),N,APO
3763627,(2016 VV5),N,APO
3763623,(2016 VW5),N,APO
3763626,(2016 VX5),N,AMO
3763624,(2016 VY5),N,AMO
3763925,(2016 VH6),N,APO
3763975,(2016 VK6),N,APO
3764253,(2016 VM6),N,AMO
3765030,(2016 VZ17),N,APO
3765024,(2016 VA18),N,APO
3765025,(2016 VB18),N,APO
3765027,(2016 VD18),N,AMO
3765029,(2016 VF18),N,APO
54512572,(2016 VT21),N,APO
54512573,(2016 VV21),N,APO
3763929,(2016 WC),N,APO
3763927,(2016 WD),N,AMO
3763928,(2016 WE),N,APO
3763926,(2016 WF),N,APO
3763930,(2016 WG),N,APO
3763937,(2016 WH),N,APO
3763938,(2016 WO),N,APO
3763941,(2016 WP),N,APO
3763942,(2016 WQ),N,APO
3763940,(2016 WR),N,ATE
3763943,(2016 WS),N,AMO
3763939,(2016 WT),N,APO
3763945,(2016 WU),N,APO
3763946,(2016 WV),N,AMO
3763948,(2016 WW),N,APO
3763947,(2016 WX),N,APO
3763944,(2016 WY),N,ATE
3763950,(2016 WF1),N,APO
3763949,(2016 WG1),N,AMO
3763953,(2016 WH1),N,AMO
3763958,(2016 WL1),N,APO
3763956,(2016 WM1),N,APO
3763957,(2016 WN1),N,APO
3763955,(2016 WO1),N,APO
3763954,(2016 WP1),N,APO
3763959,(2016 WQ1),N,APO
3763973,(2016 WT1),N,APO
3763972,(2016 WU1),N,APO
3763974,(2016 WV1),N,APO
3764251,(2016 WZ1),N,APO
3764252,(2016 WA2),N,APO
3764254,(2016 WB2),N,AMO
3764255,(2016 WC2),N,APO
3764703,(2016 WU2),N,APO
3764704,(2016 WV2),N,APO
3764705,(2016 WW2),N,APO
3764706,(2016 WD3),N,APO
3764720,(2016 WP3),N,APO
3764719,(2016 WQ3),N,APO
3764722,(2016 WR3),N,AMO
3764721,(2016 WS3),N,APO
3764724,(2016 WT3),N,APO
3764723,(2016 WU3),N,AMO
3764725,(2016 WC7),N,AMO
3764729,(2016 WD7),N,APO
3764728,(2016 WE7),N,APO
3764727,(2016 WF7),N,ATE
3764726,(2016 WG7),N,ATE
3764797,(2016 WJ7),Y,APO
3764800,(2016 WL7),N,APO
3764799,(2016 WM7),N,APO
3764798,(2016 WN7),N,ATE
3764801,(2016 WO7),N,APO
3764803,(2016 WR7),N,AMO
3764802,(2016 WS7),N,ATE
3764807,(2016 WT7),N,APO
3764806,(2016 WU7),N,ATE
3764805,(2016 WV7),N,APO
3764804,(2016 WW7),N,AMO
3764822,(2016 WY7),N,APO
3764826,(2016 WA8),N,APO
3764824,(2016 WB8),N,APO
3764825,(2016 WC8),N,APO
3764837,(2016 WH8),N,APO
3764833,(2016 WJ8),N,APO
3764832,(2016 WK8),N,APO
3764831,(2016 WL8),N,AMO
3764835,(2016 WM8),N,APO
3764830,(2016 WN8),N,APO
3764834,(2016 WO8),N,AMO
3764829,(2016 WP8),N,ATE
3764836,(2016 WQ8),N,APO
3764838,(2016 WR8),N,APO
3764843,(2016 WY8),N,AMO
3764845,(2016 WZ8),N,APO
3764842,(2016 WA9),N,AMO
3764846,(2016 WB9),N,AMO
3764848,(2016 WF9),Y,APO
3764847,(2016 WG9),Y,APO
3764859,(2016 WT9),N,APO
3764861,(2016 WU9),N,APO
3764860,(2016 WV9),N,APO
3764863,(2016 WW9),Y,APO
3764862,(2016 WX9),N,AMO
3764887,(2016 WB10),N,APO
3764889,(2016 WC10),N,APO
3764888,(2016 WD10),N,AMO
3764886,(2016 WE10),N,APO
3764885,(2016 WF10),N,APO
3764891,(2016 WG10),N,APO
3764890,(2016 WH10),N,APO
3765003,(2016 WL48),N,APO
3765005,(2016 WN48),N,APO
3765002,(2016 WO48),N,AMO
3765007,(2016 WP48),N,AMO
3765018,(2016 WQ48),N,APO
3765015,(2016 WR48),N,AMO
3765990,(2016 WN55),N,APO
3765991,(2016 WO55),N,APO
3766079,(2016 WR55),N,APO
54512577,(2016 WO57),N,APO
54512578,(2016 WP57),N,ATE
54512579,(2016 WR57),N,APO
54512580,(2016 WS57),N,APO
54512581,(2016 WT57),N,APO
54512582,(2016 WU57),N,APO
54512583,(2016 WX57),N,ATE
54512574,(2016 WA58),N,ATE
54512575,(2016 WD58),N,ATE
54512576,(2016 WE58),N,APO
3765004,(2016 XA),N,APO
3765006,(2016 XB),N,APO
3765016,(2016 XE),N,APO
3765014,(2016 XF),N,APO
3765017,(2016 XG),N,APO
3765019,(2016 XH),N,AMO
3765021,(2016 XJ),N,APO
3765020,(2016 XK),N,APO
3765022,(2016 XM),Y,APO
3765532,(2016 XG1),Y,APO
3765533,(2016 XH1),N,APO
3765609,(2016 XP1),N,APO
3765608,(2016 XQ1),N,APO
3765610,(2016 XR1),N,APO
3765611,(2016 XS1),N,APO
3765612,(2016 XT1),N,AMO
3765638,(2016 XZ1),N,AMO
3765642,(2016 XA2),Y,APO
3765641,(2016 XB2),N,APO
3765639,(2016 XC2),N,APO
3765640,(2016 XD2),N,ATE
3765643,(2016 XE2),N,APO
3765646,(2016 XH2),Y,AMO
3765645,(2016 XJ2),N,APO
3765647,(2016 XK2),N,APO
3765644,(2016 XL2),N,AMO
3765657,(2016 XV17),N,APO
3765661,(2016 XW17),Y,APO
3765660,(2016 XY17),N,AMO
3765704,(2016 XA18),N,APO
3765700,(2016 XB18),N,AMO
3765705,(2016 XC18),Y,APO
3765699,(2016 XD18),N,AMO
3765702,(2016 XE18),N,ATE
3765707,(2016 XF18),N,APO
3765703,(2016 XG18),N,AMO
3765701,(2016 XH18),N,APO
3765706,(2016 XJ18),N,APO
3765708,(2016 XK18),N,APO
3765709,(2016 XL18),N,APO
3765710,(2016 XM18),N,APO
3765936,(2016 XW20),N,APO
3765942,(2016 XZ20),N,APO
3765944,(2016 XA21),N,APO
3765943,(2016 XB21),N,AMO
3766012,(2016 XL23),N,APO
3766015,(2016 XM23),Y,APO
3766032,(2016 XP23),Y,APO
3766034,(2016 XQ23),N,AMO
3766036,(2016 XR23),N,APO
3766039,(2016 XY23),N,AMO
3766040,(2016 XZ23),N,AMO
3766048,(2016 XC24),N,AMO
3766081,(2016 XK24),N,AMO
54512584,(2016 XZ24),N,APO
3766049,(2016 YE),N,APO
3766052,(2016 YF),N,APO
3766053,(2016 YG),N,APO
3766054,(2016 YH),N,ATE
3766050,(2016 YJ),N,APO
3766051,(2016 YK),N,APO
3766065,(2016 YM),N,AMO
3766070,(2016 YN),N,AMO
3766066,(2016 YO),N,APO
3766067,(2016 YP),N,APO
3766068,(2016 YQ),N,APO
3766069,(2016 YR),N,APO
3766071,(2016 YS),N,APO
3766076,(2016 YY),N,APO
3766075,(2016 YZ),Y,APO
3766077,(2016 YA1),N,ATE
3766090,(2016 YM1),N,AMO
3766091,(2016 YN1),N,APO
3766092,(2016 YE3),N,AMO
3766117,(2016 YH3),N,APO
3766118,(2016 YJ3),N,AMO
3766121,(2016 YL3),N,APO
3766122,(2016 YM3),N,APO
3766123,(2016 YN3),N,AMO
3766124,(2016 YO3),N,APO
3766127,(2016 YJ4),N,APO
3766128,(2016 YK4),N,ATE
3766130,(2016 YL4),N,AMO
3766129,(2016 YM4),N,APO
3766131,(2016 YN4),N,APO
3766132,(2016 YP4),N,APO
3766160,(2016 YW7),Y,APO
3766161,(2016 YX7),N,APO
3766162,(2016 YY7),N,AMO
3766163,(2016 YB8),N,APO
3766164,(2016 YC8),N,APO
3766165,(2016 YD8),N,APO
3766177,(2016 YF8),N,APO
3766174,(2016 YG8),N,AMO
3766175,(2016 YH8),N,AMO
3766176,(2016 YJ8),N,AMO
3766180,(2016 YQ8),N,AMO
3766182,(2016 YR8),N,AMO
3766183,(2016 YS8),N,APO
3766185,(2016 YT8),Y,APO
3766181,(2016 YU8),N,AMO
3766184,(2016 YV8),N,AMO
3766193,(2016 YU10),N,AMO
3766236,(2016 YY10),N,APO
3766237,(2016 YZ10),N,AMO
3766238,(2016 YB11),Y,APO
3766247,(2016 YE11),N,AMO
3766248,(2016 YF11),N,AMO
3766344,(2016 YC13),N,APO
3766653,(2016 YN13),N,AMO
54512585,(2016 YM14),N,APO
3766292,(2017 AD3),N,APO
3766294,(2017 AE3),Y,APO
3766293,(2017 AF3),N,APO
3766295,(2017 AG3),N,APO
3766296,(2017 AH3),N,APO
3766298,(2017 AJ3),N,AMO
3766297,(2017 AK3),N,APO
3766323,(2017 AW3),N,AMO
3766325,(2017 AX3),N,APO
3766324,(2017 AY3),N,APO
3766326,(2017 AZ3),N,APO
3766339,(2017 AK4),N,AMO
3766334,(2017 AL4),N,APO
3766338,(2017 AM4),Y,AMO
3766335,(2017 AN4),N,APO
3766336,(2017 AO4),N,APO
3766337,(2017 AP4),N,APO
3766340,(2017 AQ4),N,APO
3766341,(2017 AR4),N,APO
3766343,(2017 AS4),N,APO
3766342,(2017 AT4),N,APO
3766362,(2017 AC5),N,AMO
3766359,(2017 AD5),N,APO
3766361,(2017 AG5),N,APO
3766363,(2017 AH5),N,APO
3766431,(2017 AE13),N,APO
3766432,(2017 AF13),N,APO
3766433,(2017 AG13),N,ATE
3766434,(2017 AH13),N,APO
3766438,(2017 AJ13),N,APO
3766437,(2017 AK13),N,APO
3766436,(2017 AL13),N,APO
3766435,(2017 AM13),N,APO
3766440,(2017 AO13),N,AMO
3766439,(2017 AP13),N,APO
3766463,(2017 AY13),Y,APO
3766462,(2017 AZ13),N,ATE
3766464,(2017 AA14),N,APO
3766465,(2017 AB14),N,APO
3766489,(2017 AB17),N,APO
3766499,(2017 AN19),Y,APO
3766500,(2017 AP19),N,APO
3766497,(2017 AQ19),Y,APO
3766543,(2017 AT19),N,AMO
3766569,(2017 AN20),N,AMO
3766587,(2017 AP20),N,APO
3766595,(2017 AQ20),N,APO
3766665,(2017 AT20),N,APO
3766670,(2017 AY20),N,AMO
3766654,(2017 AA21),N,APO
3766655,(2017 AB21),N,APO
3766657,(2017 AD21),N,APO
3766658,(2017 AE21),N,APO
3766659,(2017 AF21),N,AMO
3766660,(2017 AG21),Y,APO
3766575,(2017 BK),N,APO
3766588,(2017 BS),N,APO
3766592,(2017 BT),N,AMO
3766591,(2017 BU),N,APO
3766589,(2017 BV),N,APO
3766590,(2017 BW),N,APO
3766593,(2017 BX),N,APO
3766594,(2017 BY),N,APO
3766607,(2017 BE3),N,APO
3766608,(2017 BF3),Y,APO
3766632,(2017 BH3),N,AMO
3766633,(2017 BK3),N,AMO
3766634,(2017 BM3),N,ATE
3766675,(2017 BN3),N,AMO
3766676,(2017 BO3),N,AMO
3766677,(2017 BP3),N,AMO
3766964,(2017 BP5),Y,APO
3766963,(2017 BQ5),N,APO
3766965,(2017 BR5),N,APO
3766966,(2017 BS5),N,APO
3766995,(2017 BX5),N,AMO
3766994,(2017 BY5),N,APO
3766998,(2017 BZ5),N,APO
3766997,(2017 BA6),N,APO
3766993,(2017 BB6),N,APO
3766996,(2017 BC6),N,APO
3766999,(2017 BD6),N,APO
3767000,(2017 BN6),N,APO
3767010,(2017 BO6),N,ATE
3767011,(2017 BP6),N,AMO
3767007,(2017 BQ6),Y,APO
3767008,(2017 BR6),N,ATE
3767009,(2017 BS6),N,APO
3767005,(2017 BT6),N,APO
3767006,(2017 BU6),N,APO
3767004,(2017 BV6),N,AMO
3767003,(2017 BW6),N,APO
3767012,(2017 BX6),N,AMO
3767013,(2017 BY6),N,APO
3767015,(2017 BZ6),N,APO
3767016,(2017 BA7),N,APO
3767014,(2017 BB7),N,ATE
3767037,(2017 BD29),Y,ATE
3767036,(2017 BE29),N,AMO
3767035,(2017 BF29),N,AMO
3767038,(2017 BG29),N,AMO
3767040,(2017 BH29),N,AMO
3767039,(2017 BJ29),N,APO
3767155,(2017 BA30),N,AMO
3767151,(2017 BB30),N,ATE
3767153,(2017 BD30),N,APO
3767157,(2017 BE30),N,APO
3767152,(2017 BF30),N,APO
3767154,(2017 BG30),N,APO
3767158,(2017 BH30),N,APO
3767159,(2017 BJ30),N,APO
3767160,(2017 BK30),N,APO
3767162,(2017 BL30),N,APO
3767161,(2017 BM30),N,APO
3767165,(2017 BN30),N,APO
3767164,(2017 BO30),N,ATE
3767163,(2017 BP30),N,APO
3767166,(2017 BQ30),N,APO
3767167,(2017 BW30),N,APO
3767244,(2017 BL31),N,APO
3767243,(2017 BM31),N,APO
3767242,(2017 BN31),N,AMO
3767248,(2017 BP31),Y,APO
3767247,(2017 BQ31),N,APO
3767249,(2017 BR31),Y,APO
3767250,(2017 BS31),Y,APO
3767246,(2017 BT31),N,AMO
3767254,(2017 BE32),N,AMO
3767251,(2017 BF32),N,APO
3767253,(2017 BG32),N,AMO
3767252,(2017 BH32),N,AMO
3767257,(2017 BJ32),N,AMO
3767260,(2017 BK32),N,APO
3767262,(2017 BL32),N,APO
3767263,(2017 BM32),N,AMO
3767261,(2017 BN32),N,APO
3767255,(2017 BO32),N,APO
3767259,(2017 BP32),N,AMO
3767258,(2017 BQ32),N,APO
3767256,(2017 BR32),N,APO
3767264,(2017 BS32),N,ATE
3767312,(2017 BT32),N,AMO
3767310,(2017 BU32),N,APO
3767313,(2017 BW32),N,AMO
3767314,(2017 BX32),N,AMO
3767315,(2017 BY32),N,APO
3769388,(2017 BG85),N,AMO
3767316,(2017 BN91),N,APO
3767318,(2017 BO91),N,APO
3767319,(2017 BP91),N,AMO
3767317,(2017 BQ91),N,AMO
3767323,(2017 BE92),N,AMO
3767320,(2017 BF92),N,APO
3767322,(2017 BG92),N,APO
3767324,(2017 BH92),N,APO
3767321,(2017 BJ92),N,AMO
3767325,(2017 BK92),Y,APO
3767326,(2017 BL92),N,APO
3767609,(2017 BM92),N,AMO
3767871,(2017 BN92),N,APO
3767927,(2017 BL93),N,APO
3767929,(2017 BM93),N,APO
3767925,(2017 BN93),N,APO
3767928,(2017 BO93),N,AMO
3767930,(2017 BP93),N,AMO
3767936,(2017 BQ93),Y,APO
3767926,(2017 BR93),N,AMO
3767935,(2017 BS93),N,APO
3767931,(2017 BT93),N,APO
3767933,(2017 BU93),N,ATE
3767934,(2017 BV93),N,ATE
3767937,(2017 BW93),N,APO
3768016,(2017 BY93),N,APO
3768017,(2017 BZ93),N,APO
3768018,(2017 BB94),N,APO
3768606,(2017 BK123),N,APO
3768607,(2017 BL123),N,AMO
3768609,(2017 BM123),N,APO
3768613,(2017 BN123),N,ATE
3769436,(2017 BF136),N,APO
3769438,(2017 BG136),N,ATE
54512586,(2017 BC142),N,APO
54166170,(2017 BJ184),N,AMO
54429048,(2017 BJ229),N,AMO
54467535,(2017 BN246),N,AMO
3767932,(2017 CE),N,APO
3768022,(2017 CO),N,APO
3768021,(2017 CP),N,APO
3768024,(2017 CQ),N,APO
3768023,(2017 CR),N,APO
3768019,(2017 CS),Y,APO
3768025,(2017 CT),N,APO
3768612,(2017 CG1),N,AMO
3768608,(2017 CH1),Y,APO
3768610,(2017 CJ1),N,APO
3768611,(2017 CK1),N,AMO
3768614,(2017 CL1),N,APO
3768615,(2017 CM1),N,AMO
3768619,(2017 CN1),N,APO
3768616,(2017 CO1),N,APO
3768617,(2017 CP1),N,APO
3768618,(2017 CQ1),N,APO
3768620,(2017 CR1),N,APO
3768653,(2017 CW1),N,APO
3768654,(2017 CX1),N,APO
3768819,(2017 CO5),N,AMO
3768820,(2017 CP5),N,AMO
3768843,(2017 CR5),N,APO
3769379,(2017 CX31),N,APO
3769378,(2017 CY31),N,AMO
3769392,(2017 CE32),N,APO
3769393,(2017 CF32),N,APO
3769396,(2017 CL32),N,AMO
3769398,(2017 CM32),Y,APO
3769399,(2017 CN32),N,AMO
3769397,(2017 CO32),N,APO
3769400,(2017 CP32),N,ATE
3769401,(2017 CQ32),N,APO
3769402,(2017 CR32),N,AMO
3769468,(2017 CY32),N,APO
3769459,(2017 CA33),N,APO
54512593,(2017 CW35),N,APO
54512594,(2017 CX35),N,APO
54512595,(2017 CY35),N,ATE
54512596,(2017 CZ35),N,APO
54512588,(2017 CB36),N,ATE
54512589,(2017 CC36),N,ATE
54512590,(2017 CD36),N,APO
54512591,(2017 CE36),N,APO
54512592,(2017 CG36),N,APO
3838791,(2017 CH36),N,AMO
3769412,(2017 DB),N,APO
3769408,(2017 DC),N,APO
3769410,(2017 DD),N,APO
3769411,(2017 DE),N,APO
3769409,(2017 DF),N,APO
3769703,(2017 DQ15),N,APO
3769704,(2017 DR15),N,AMO
3769709,(2017 DS15),N,APO
3769706,(2017 DT15),N,AMO
3769708,(2017 DU15),N,AMO
3769707,(2017 DV15),N,APO
3769710,(2017 DX15),N,AMO
3769751,(2017 DG16),N,APO
3769749,(2017 DH16),N,APO
3769750,(2017 DJ16),N,APO
54502970,(2017 DN29),N,AMO
3769804,(2017 DJ34),N,AMO
3769806,(2017 DK34),N,APO
3769805,(2017 DL34),N,APO
3769807,(2017 DM34),N,AMO
3769808,(2017 DN34),N,APO
3769812,(2017 DO34),N,AMO
3769811,(2017 DP34),N,APO
3769818,(2017 DQ34),N,AMO
3769809,(2017 DR34),N,APO
3769810,(2017 DS34),N,APO
3769813,(2017 DT34),N,APO
3769817,(2017 DU34),N,ATE
3769816,(2017 DW34),N,APO
3769814,(2017 DX34),N,APO
3769873,(2017 DO35),N,APO
3769875,(2017 DP35),N,APO
3769874,(2017 DQ35),N,APO
3769877,(2017 DR35),N,APO
3769878,(2017 DS35),N,AMO
3769879,(2017 DT35),N,APO
3769881,(2017 DV35),N,ATE
3769883,(2017 DW35),N,ATE
3769884,(2017 DX35),N,AMO
3769880,(2017 DY35),N,APO
3769885,(2017 DZ35),N,APO
3769886,(2017 DA36),N,APO
3769887,(2017 DB36),N,AMO
3769888,(2017 DC36),N,ATE
3769882,(2017 DD36),N,APO
3769913,(2017 DP36),N,APO
3769914,(2017 DQ36),N,APO
3769918,(2017 DR36),N,APO
3769915,(2017 DS36),N,AMO
3769916,(2017 DT36),N,AMO
3769917,(2017 DU36),N,APO
3769919,(2017 DV36),N,APO
3770143,(2017 DQ37),N,AMO
3770141,(2017 DR37),N,AMO
3770142,(2017 DS37),N,ATE
3770139,(2017 DU37),N,AMO
3770144,(2017 DV37),N,AMO
3770145,(2017 DW37),N,APO
3770146,(2017 DX37),N,AMO
3770147,(2017 DY37),N,AMO
3770154,(2017 DZ37),N,APO
3770148,(2017 DA38),N,APO
3770151,(2017 DB38),N,APO
3770153,(2017 DC38),N,AMO
3770149,(2017 DD38),N,APO
3770150,(2017 DE38),N,APO
3770152,(2017 DF38),N,APO
3770155,(2017 DW108),N,APO
3770277,(2017 DY108),N,AMO
3770275,(2017 DZ108),N,APO
3770276,(2017 DA109),N,AMO
3770278,(2017 DB109),N,AMO
3770279,(2017 DC109),N,AMO
3770284,(2017 DK109),N,APO
3770285,(2017 DL109),N,AMO
3770283,(2017 DM109),N,AMO
3770288,(2017 DN109),Y,APO
3770286,(2017 DO109),N,AMO
3770290,(2017 DP109),N,APO
3770320,(2017 DR109),N,APO
3770322,(2017 DS109),N,APO
3771595,(2017 DW119),N,APO
3771596,(2017 DX119),N,APO
3771597,(2017 DY119),N,APO
3771592,(2017 DA120),N,APO
3771593,(2017 DB120),N,AMO
54510136,(2017 DG123),N,APO
54510137,(2017 DJ123),N,APO
54510138,(2017 DK123),N,APO
54510139,(2017 DL123),N,ATE
54510140,(2017 DO123),N,APO
3770280,(2017 EA),N,APO
3770287,(2017 EC),N,AMO
3770289,(2017 ED),N,APO
3770321,(2017 EF),N,APO
3770324,(2017 EG),N,AMO
3770323,(2017 EH),N,APO
3770326,(2017 EJ),N,APO
3770325,(2017 EK),N,APO
3770328,(2017 EL),N,ATE
3770329,(2017 EM),N,APO
3770330,(2017 EN),Y,APO
3770327,(2017 EO),N,AMO
